17MFM-01	-74.30508	-9.85696	1388	std	3.38	2.65	0.9998	0	1299148	23958	07KNSTD	7872946	225804	KNSTD
17MFM-02	-74.3055	-9.85807	1388	std	3.5	2.65	0.9872	0	1201531	22810	07KNSTD	7971782	184443	KNSTD
17MFM-03	-74.3055	-9.85807	1388	std	5.3	2.65	0.9976	0	1863417	33122	07KNSTD	11933385	287199	KNSTD
17MFM-04	-74.3055	-9.85807	1388	std	2.5	2.65	0.9988	0	2313351	47086	07KNSTD	15543870	325643	KNSTD
17MFM-05	-74.30576	-9.86232	1394	std	3.43	2.65	0.9956	0	1565267	27600	07KNSTD	10857051	355899	KNSTD
17MFM-06	-74.30532	-9.85455	1394	std	6.47	2.65	0.9998	0	1484789	27850	07KNSTD	9944615	240949	KNSTD
17MF01	-74.310185	-9.85243	1418	std	2.9	2.65	1.00	0	1753361	35267	07KNSTD	11272558	360172	KNSTD
17MF02	-74.31293	-9.845588	1407	std	3.8	2.65	0.99	0	1289384	33586	07KNSTD	7368397	212843	KNSTD
